,Condominium Name,Location,Facilities,Financial Value,Service and Management,Environment
364,Monterey Park Condominium,0.999264359,0,0.275358833,-0.963344425,0
365,Elizabeth Heights,0.997816784,0,0.292206905,-0.309601625,0
366,Watten Estate Condominium,0.891298875,0.999668449,0.613180022,0.01816158,0
367,Holland Hill Park,0.706920073,0.530933877,0.331716891,0.399912563,0.250752316
368,Hillbrooks,0.999680161,0.999671936,0.640553597,-0.3090054,0.999686003
369,Chelsea Gardens,0.995863875,0.999645948,0.143076852,0.016977683,-0.103586406
370,The Legend,0.900395436,0.829144657,0.400612304,-0.963344425,0
371,Sixth Avenue Ville,0.669684563,0.199925029,0.38012676,0.331989176,0.984358482
372,Hundred Palms Residences,0.97039548,0.999679565,0.495546065,-0.309880416,0
373,The Pearl @ Mount Faber,0.857811126,-0.104972499,0.184797468,0.607067126,0.000181685
374,Royal Palm Mansions,0.600077105,0,0.172191032,-0.963344425,0
375,Seasons View,0.854365782,0.214507252,0.758295237,0.543586098,0.451202112
376,Regent Heights,0.965366733,0,0.275358833,-0.963344425,0
377,38 Amber,0.471093292,0,0.440709407,0.213822234,0.999685258
378,Montrosa,0.998017043,0,0.250588953,-0.963344425,0
379,Summer Gardens,0.555179768,0.999665916,0.286152145,0.018167689,0.999678135
380,Nassim Jade,0.998645418,-0.998321176,0.196929173,0.097315414,-0.998122036
381,3 Orchard By-The-Park,0.653897057,0.333049178,0.807706672,0.436562317,0
382,Queensway,0.676140639,0.688404858,0.594233685,0.274536099,0.316563825
383,Gold Coast Condo,0.998017043,0.997955799,0.290902208,-0.963344425,0
384,Duet,0.714088959,0.550752068,0.408908582,-0.050345341,0.06917047
385,The Azure,0.776903691,0.828857108,0.522149178,0.374800005,0.333004057
386,Tanglin Regency,0.744378419,0.432579222,0.459957961,0.563442184,0.653748727
387,The Arte,0.747817547,0.999685287,0.709404796,0.15299069,0.258666821
388,The Criterion,0.603329492,0.501001716,0.49953261,0.017465025,0
389,Country Park Condominium,0.663886778,0.999179661,0.404093055,0.146794234,0.003559113
390,The Levelz,0.514044094,0.498479497,0.543243877,0.483562318,-0.339138177
391,Boon Teck Towers,0,0.998006165,0.554468579,0.018169865,0
392,Oleanas Residence,0.999017094,0,0.221458972,-0.963344425,0
393,Heron Bay,0.611061108,0.999679208,0.385043355,-0.185630453,-0.996814549
394,Draycott Eight,0.879162708,-0.996753633,0.582738236,0.893186213,0.961577455
395,YGK Garden,0.723412009,0,0.628367864,0.249500193,0.711970695
396,Stratford Court,0.998286223,-0.995413601,0.275358833,-0.963344425,0
397,Villa Azura,0.998950456,0,0.221458972,-0.963344425,0
398,Bishan Point,0.743851995,-0.951957911,0.013271476,0.018166557,0
399,Seletar Springs Condominium,0.472506179,0.999645144,0.435448797,0.022099227,-0.323461268
400,Changi Green,0.426712777,0.989341021,0.346627021,-0.309006393,0.995048016
401,Waterfront Isle,0.796763933,0.635684978,0.332035954,0.341034028,0.199600983
402,NV Residences,0.292091843,0.432218705,0.220082492,0.167905157,0.903273523
403,Amaranda Gardens,0.346612347,0,0.729645091,0.267070375,0
404,The Summit,0.236202465,-0.436526863,0.124311531,0.261410415,-0.416145883
405,Loyang Townhouse,0.998017043,0,0.143882598,-0.963344425,0
406,Chuan Park,0.638389298,0,0.296105841,-0.011581063,0.227823317
407,Riverbank @ Fernvale,0.600644541,0.022220575,0.305536018,0.342737087,0.434540704
408,Parc Imperial,0.905499336,-0.99872154,0.470594929,0.000947222,0.999685824
409,The Orange Grove,0.862146966,0.497764543,0.662229934,0.34532251,0.999685824
410,Rosewood Suites,0.321692089,0.999684572,0.556853384,0.113309807,0.166800141
411,The Residences at W Singapore Sentosa Cove,0.839386604,0,0.620905394,0.018125042,0
412,The Foliage,0.991920084,0.995189667,0.543073436,-0.963344425,0.999685407
413,Haus On Handy,0.882655917,0.681729509,0.723152402,0.732913697,0.597376263
414,Yishun Sapphire,0.510491446,0.998818368,0.292872296,-0.563022053,0
415,Seletaris,0.999504933,0,0.573757794,0.313334743,0.999685884
416,Prince Charles Crescent,0.615239424,0.69438584,0.398545618,0.199880779,0.998560478
417,Meyer Park,0.521664161,0.547220636,0.421280302,0.344454699,0.413393298
418,Hallmark Residences,0.884623551,0.506044775,0.599871091,0.016390115,0
419,Treasure Crest,0.57334261,-0.276321449,0.479478079,0.266322428,-0.082770831
420,Starville,0.799346304,0.99967583,0.467389063,-0.309006393,0
421,Treasure On Balmoral,0.61040622,0.176882088,0.578568876,-0.483274788,0.99968493
422,Uber 388,0.580640484,0.952081114,0.406964996,-0.136594892,0.999687314
423,Gramercy Park,0.761506923,0.595907843,0.425844157,0.012804935,0.957862794
424,Pollen & Bleu,0.581697289,0.599031645,0.501966956,0.55161051,0.680182542
425,The Rainforest,0.595833536,0.994952366,0.162787042,0.017507106,0
426,The Chuan,0.998017043,0,0.250588953,-0.963344425,0
427,Pasir View Park,0.595442605,0.426280856,0.471162123,0.257942609,0.942906171
428,Cardiff Residence,0.395136754,0,0.333821985,-0.309822659,0
429,The Imperial,0.601402295,0,0.265870125,0.018160596,0.99214536
430,The Trumps,0.998071293,0,0.499302983,-0.963344425,0
431,Bukit Regency,0.729817237,-0.837885261,0.27335614,-0.585124707,-0.99965322
432,The Tropic Gardens,0.761439377,0,0.4004076,-0.390363589,0
433,Fernwood Towers,0.776114901,0.999658942,0.341604412,-0.482146338,0.336588542
434,Shelford Suites,0.989988287,0,0.499302983,-0.136591911,0.999685287
